id,tweet,class,Mina,,Sherif,,Mostafa
461, هلا http://t.co/VJUTCLUkXY ',pos,relaxed,,relaxed,1,
465, @ranasamaha9t كل سنه وليبيا بخير ',pos,happiness,,happiness,1,
467, مش كفاية اسمك عجيب و كمان عامل الشكل دا #ايساف &lt;&lt;&lt; #اسفاف http://t.co/LIJdwhj0PK ',neg,disgust,,disgust,1,
468, محاسب يحاول الانتحار بإلقاء نفسه أمام المترو لعجز مليون جنيه بعهدته    http://t.co/17SJpac1KI ',neu,sadness,,sadness,1,
470, فى يوم. هنعود دا بنا وعود وف غيابو اكيد لسة الامل موجود ',pos,relaxed,,fear,FALSE,
473," """"""@Fadyxplod ما عربى بيطلع عنيهم بردو :\"""""""""""" '",neg,disgust,,disgust,1,
478, اضحك والضحكة تبقى ضحكيتين واتنين ف اتنين فى اتنين ',pos,happiness,,happiness,1,
481, @KHIRY97 هههههههههههههههههههههه صح والله ',pos,relaxed,,relaxed,1,
482, @Ahmed_abualy وانت بالف خير  ميرسى يا احمد ',pos,relaxed,,relaxed,1,
483, #StaracArabia واحلي تحيه لاولاد بلدي اجمد ناس المصريين وصحابهم اللبنانين طبعا حد هيسال وكنوزه  مقلتش كنزه لان حسبتها كمصريه لانها بنتنا كمان ',pos,happiness,,happiness,1,
484, ال كان بيبعتلك ويسال عليك  بعد فترة لما يشوف رسالتك وميردش عليك معناه ان الشخص ده معرفه وسخه من الاول ',neg,disgust,,anger,FALSE,
491, @hussein_kabalo بس يا زملكاوي يا عرص ',neg,anger,,anger,1,
493, #MinaAtta  فانز مينا ليه كل مسابقه فيها تصويت نايمين فيها صوتوا لمينا هنا بقا http://t.co/cxUrwACacI ',neg,anger,,disgust,FALSE,
494, رنوشتي ايه رايك ف صورتك مع فكتور نفس صور الحفله بس مش عارفه انتي بتبقي زعلانه كده @ranasamaha9t http://t.co/IDNSyM8lYF ',neg,sadness,,relaxed,FALSE,
497, تشكيل الأهلى : مسعد عوض شريف عبدالفضيل سعد شريف حازم لؤى وائل غالى رزق السعيد سليمان تريزجيه متعب ',neu,relaxed,,relaxed,1,
501, لو كل واحد يخليه فحالة بس! ',neg,anger,,disgust,FALSE,
502, عامة الطريق كمان كان واقف واقفه طين و لسه داخل زايد اهو..يوم لاتيف ',neg,anger,,anger,1,
503, جاريدو بيهرج والله ',neg,anger,,surprise,FALSE,
504, أيمن يونس ده رغاي فشخ وحورتجي ',neg,disgust,,disgust,1,
506, باعو قصر البارون ب6مليون جنيه  وده تمن حته  ارض في اوسخ حته في مصر  قالك عصر مبارك 30سنه سبب الخراب اخرص ياعرص ',neg,anger,,anger,1,
508, حفل نانسي غدا #مصر فى جاردن سيتي فندق InterContinental Cairo Semiramis ... @NancyAjram https://t.co/LYYmKCj62a http://t.co/BJN46WPQ6d ',neu,relaxed,,relaxed,1,
510, فورد توورس من #بوابة_المصدر شاهد الاعلان بالكامل من هنا http://t.co/ClLZBNGS7r   2 http://t.co/qxhE9c9Pcv ',neu,relaxed,,relaxed,1,
514, انصرنا انصرنا يارب انصرنااااا ',pos,fear,,fear,1,
516, بنكدب لما نتكلم عشان عارفين لو اتكلمنا جد هنفترق بعدين ',neg,sadness,,relaxed,FALSE,
518, دماغي اللي شغالة 24 ساعة ',neu,relaxed,,sadness,FALSE,
519, @Hebah20Hh @horra1234  لا ده عشان عيونك حلوه فشافت الصور جميله ',pos,relaxed,,happiness,FALSE,
520, و السلام عليك ورحمة الله وبركاتة  وجووووووووول للاتحاد =D ',pos,relaxed,,relaxed,1,
521, استر يارب من أولها بركاتك يا ابن الفقريه . ',neg,fear,,fear,1,
523, ما تسترجل يا ابن بت المرة الخول انت وهو ',neg,anger,,anger,1,
525, مبقتش بعترف بكلمه انا اسف ديه ',neg,anger,,sadness,FALSE,
529, الكلاكس  آلة تنبيه ٠٠لكن فى مصر٠٠ آلة ازعاج  ياريت ينزع من السيارات ولو لمدة ستة أشهر  لان عدم وجوده بالسيارة يجبر قائدها على السير بادب ',neg,disgust,,disgust,1,
530, ياارب يا عالي انصر #الاهلي الغالي ',pos,fear,,fear,1,
531, حبيبى انا لك وبين يديك  إدخلنى بين ضلوعك ضمنى بقوة اعتصر  ضلوعى ونبضى   يحضن نبضك ',pos,relaxed,,relaxed,1,
534, يا غالي متطلعش دين أبونا ',neg,anger,,anger,1,
535, يا قبلتي في صلاتي إذا وقفتُ أصلي ❤ ',pos,relaxed,,happiness,FALSE,
536, 2-1من الرجاء 0-0من الاسيوطي 0-0من الإسماعيلي 0-0من وادي دجلة ودلوقتي 1-0من الاتحاد.. الأهلي مش فوق الجميع الأهلي فوق بتاع أندية الدوري ',neg,disgust,,anger,FALSE,
540, @MahmoudSamyo والله وانا لة فاكر ماتش الكأس مع الرجاء اللى كسبانه بالعافيه قولت دة فاشل ',neg,anger,,disgust,FALSE,
542, أقسم بالله نادي ابن وسخه كل ما يبقوا خسرانين ولا متعادلين الفرقه كلها تنط ف ال18 علشان تاخد ضربة جزاء حاجة قرف ',neg,anger,,anger,1,
543, العب يا اخضر ',pos,happiness,,anger,FALSE,
544, التصوير و الاخراج في الماتش بتاع الاهلي زفت اوي ',neg,anger,,anger,1,
547, انا استحمل أي حاجه بس حسام حسن ميكسبش الأهلي ',neg,fear,,fear,1,
548, يا ولاد المحظوظه كوره زي دي تتلعب بالشكل ده وتيجي فى العارضه كسم الحظ وتترد بكوره زي دي وتطلع بره فى حظ فى الدنيا كدا ؟ ',neg,anger,,anger,1,
549, @nour_el_din_ حاجة وسخه.. هارميه فعلا لاني زهقت!! ',neg,anger,,anger,1,
550, عائله ناظم بيك http://t.co/4zijiZ4jLv ',neu,relaxed,,relaxed,1,
551, عععععههههههههههه التاني ل الاتحاد ههههههههههههههه هههههههههههههههه ',pos,happiness,,happiness,1,
554, ايه المعلق إبن الكلاب ده ؟! ',neg,disgust,,anger,FALSE,
555, @NadaAhmed10022 @AhmedSamy012 توء توء ',neu,relaxed,,relaxed,1,
556, @lolaelamrawy عته والله ',neg,surprise,,anger,FALSE,
561, بدات الحن النشيد ',neu,relaxed,,relaxed,1,
563, احاااااا .. شريف حازم جاله شد .. قام حاسبله فاول ',neg,disgust,,anger,FALSE,
564," """"""هذه هي بعض الثوابت التي يجدر بِنَا التعلق بها في زمن الفتن والمحن والتقلبات، فهي من قول الله، وهي من وعد الله، ولا يخلف الله الميعاد."""""""" '",neu,relaxed,,relaxed,1,
565, بكره الأتحاد بكرهووووووو ',neg,anger,,anger,1,
567," """"""لو مشينا بمدأ ربنا بيوقع الناس اللى شبه بعض أو بيكملوا بعض ، مش هلاقى حاجه من دول تتحط جنبى غير شبهى وهنطلع عين بعض ، ففاكس ما تعملش كدا"""""""" '",neu,relaxed,,sadness,FALSE,
571, لا أُريد المُستَحيل فقط اريدكِ انتِى ثُم قَلبك ثٌم حُضنك وكفى http://t.co/9d9I0X8XcU ',pos,relaxed,,relaxed,1,
572, @Ladynanooos @Hazem__Azim @eelsehabi الحمدلله الذى كشف عن مصر الغمة وأنقذها منذ هذه العصابات ',pos,happiness,,relaxed,FALSE,
574, @nanaok1234 @mona123m98 لا موجود يا شقيقتى ',neu,relaxed,,relaxed,1,
580, عامهً خسر تريزيجيه هجومياً وكمان كفةئته دفاعياً قليله ',neg,relaxed,,relaxed,1,
582, انا سـآكـنة ف ألآسكًـآ :/ ',neg,surprise,,sadness,FALSE,
585, مَا كَانَ قَلْبِى فِي مَـدِيحِكَ يَشْتَفِي  أَوْ يَكْتَـفِى بِفَصَاحَةِ البُلَغَـاءِ ',pos,relaxed,,relaxed,1,
587, ليه يا عم جاريدوا حتشمت فينا ولاد ال**** البوابين ',neg,fear,,sadness,FALSE,
588, كان ليها أسبابها .. كان ليا أسبابى كان للقدر أسباب كان نفسى أكمل آه كان نفسها جايز .. و أهو كل واحد ساب ',neg,sadness,,sadness,1,
594, بيكفي تلعب بأعصابي. ',neg,fear,,disgust,FALSE,
595, @nanaok1234 @mona123m98 روحى الهى اشوفك داكتورة قد الدنيا زى ما بترفعى من روحى المعنوية قادر يا كريم هههههههههههههههه ',pos,happiness,,happiness,1,
596, حتي الاهلي خسر مفيش فايدة ',neg,disgust,,sadness,FALSE,
598, اعشق الجنس ',pos,relaxed,,happiness,FALSE,
600, #مش_هنكتب_اسامينا_وهنفولو_بعضينا ان الصراع الضمنى بين إشكاليات التواجد الحسى فﻻ بد من اعطاء الفولو http://t.co/BrwS1b0ZY8 ',neu,relaxed,,relaxed,1,
601, @mariam__aljaber @eslam_red انا عندى صداع رهيييييب ده اللى مبوظ مودى ',neg,sadness,,sadness,1,
603, الاهلي مغلوب 3 ',neu,relaxed,,sadness,FALSE,
605, @omarmassoud1991 و أنت طيب و بخير يا رب ^_^ ',pos,happiness,,happiness,1,
607, تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله ',pos,relaxed,,relaxed,1,
608, @EsamMasrawie الاتحاد سيد البلد لولولولوي ',pos,happiness,,happiness,1,
610, احنا مكناش بنتكلم عليهم ولا بنجيب سيرتهم سواء خسرانين او كسبانين مبيفرقوش معانا اصلا بس كلامهم ع الزمالك ال خلانا نتكلم عليهم وهما خسرانين ',neg,disgust,,relaxed,FALSE,
612, @AmanyAlhady معة على الحلوة والمرة هعة ',pos,relaxed,,relaxed,1,
615, @cool_taaz ليييييييه كده يا اخى .يا اخى حرام عليك يا اخى  بصوت عبد العزيز :( ',neg,sadness,,sadness,1,
632, الحمد لله ..و يبقي #الآهلى هوا فرحتنا وحياتنا و مفيش مشكله لما يبقي ف يوم سبب حزنى..بس دا ميمنعش انى فرحت كتير بسببه ع المره معاك يا #اهلى ♥ ',pos,relaxed,,sadness,FALSE,
633, ولـو وقـع لـيـة ألف قـومـة :) #الاهلى ♥ ',pos,relaxed,,happiness,FALSE,
634, @albhire @wadiham101 بين الاوراق كنوز مخبئه لمن يبحث عنها ',neu,relaxed,,relaxed,1,
637, #MinaAtta  ولعها واخربها يامينو ف اخر يوم ولما ترجع هاتولع اكتر  #عن_عشقى_للصوره_دى http://t.co/tFITZX5owR ',pos,happiness,,relaxed,FALSE,
640, حجم الاتفاقيات اللي عقدتها القيادة المصرية مع القيادة الصينية مبشر ويفتح الشهية لمصر الجديدة بعيدا عن المزايدات السياسية لبتوع الليبرالية .. ',pos,happiness,,happiness,1,
651, عالحلوة والمرة معاه ',pos,relaxed,,relaxed,1,
653, ميلاد مجيد…. سوريانا http://t.co/8bxoJb9uxF ',pos,relaxed,,relaxed,1,
655, @Mo3tazHosni مش لوحدك شوف التلفونات والضحك  بس ولا يهمنا الاهلى برضوا ف القلب وماتش ويتعوض باذن الله ',pos,relaxed,,sadness,FALSE,
661, @midoahm ماتش بكره هيحدد كتير واعتقد اول اختبار بس لازم برضوا منزودش ف الفرحه او لا قدر الله لو حصل حاجه نقفش لازم نعرف ان فريقنا ماشي كويس ',neu,fear,,fear,1,
663, @ActionYaDawry مبارة ممتازة من حيث اللاعبين والمدربين والتكتيك والاثارة والجماهير وكان المباراة فى الدورى الانجليزى مجهود كبير للفريقين ',pos,happiness,,relaxed,FALSE,
664, #زهقنا_من اي حد بيقول معلومه وغير بيها حياة ناس وهي غلط ',neg,disgust,,disgust,1,
665, @EslaMagdi وصحيح تتوقع ايه فى البوكسينج داى ؟ ',neu,relaxed,,relaxed,1,
667, #زهقنا_من شبكة #فودافون الي مش موجودة اساسا طول اليوم ',neg,anger,,disgust,FALSE,
668, @nora_samy10 @Shimaaelhamamsy @mina_team  ممكا اقابلكم ف مترو الجيزه او الشهدا ',neu,relaxed,,relaxed,1,
669, المشكله ان العيب والتقصير مش مني هي اصلا المواد لا بتتفهم ولا بتتحفظ ✋ ',neg,disgust,,sadness,FALSE,
670, @laial343498  احنا الجيل اللي شايب وهو شباب ',neg,sadness,,sadness,1,
681, دايما إسمك في الذكريات دا إنت كيان المعجزات .. دا إنت الحياااااااااة @AlAhly ',pos,happiness,,relaxed,FALSE,
683, @Mfaa5555 ونتى زى النور فى طبق بنور ',pos,happiness,,happiness,1,
684, @laial343498  ولا أي حاجة أدى التويتر اهه انا قايم اذاكر انا ايه اللي مخليني فتحت انا مش عندي امتحان بكرة ',neg,disgust,,disgust,1,
687, النهاردة في بطولة جديدة هتدخل دولاب بطولات نادي الزمالك ',pos,relaxed,,relaxed,1,
690, الأخ الأهطل والأخت العبيطة اللى بتقول الزمالكاوية بيفرحو فى خسارة الأهلى اكتر ما بيفرحو عشان مكسب الزمالك !  نعم سيتك مين الاهلى ده اصلا ! ',neg,anger,,disgust,FALSE,
691, ده يوم أسود في تاريخنا... لازم نرد القلم ده مية ',neg,anger,,sadness,FALSE,
692, @DaliaDentist @cool_taaz وانا وربنا عندى بااااااااطنه  :( ',neg,relaxed,,disgust,FALSE,
693, كفايا يا جماعة أنتو لما بتصدقوا احااا مش كده والله كسم الاهلي ع الاتحاد ع الدوري المصري علي مصر علي الرياضة بشكل عام ',neg,anger,,anger,1,
694, الزمالكاويه اللي بيزيطوا ان الاهلي اتغلب اتلموا بدل ما نردح وشكلكوا يبقي وحش اكتر ما هوا ',neg,anger,,anger,1,
